provider_id,provider_name,phone,city,state,website,has_valid_website,pages_crawled,aba_found,aba_pages,behavior_analysis_found,behavior_analysis_pages,autism_found,autism_pages,pediatric_speech_found,pediatric_ot_found,pediatric_pt_found,therapy_pages,recommendation,notes
7205,"PPH FL-SUNCOAST, LLC
PARK HOME CARE",(303) 931-2035,LARGO,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100046779418542479,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7186,PERSONAL CARE SERVICES,(305) 225-5271,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/136023749018542134,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7517,REHABILITATION OF SOUTH FLORIDA INC,(305) 226-7718,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100026955718543251,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6047,"FAITH HEALTH CARE, INC.",(305) 228-4800,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/172002970618543251,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
4961,ASA HOME CARE INC,(305) 229-1400,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/172025538118543351,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
15997,Skycrest Place Group Home,(727) 254-1196,Clearwater,FL,http://www.skycrestplace.com/,True,1,False,,False,,False,,False,False,False,,FLAG_FOR_REMOVAL,"Crawled 1 pages — no ABA, autism, or therapy found"
15998,New Beginnings Counseling,(401) 486-6081,Daytona Beach Shores,FL,,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
15999,Behavioral Evaluation Program,(727) 464-7373,Clearwater,FL,,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
16000,Therapy West 2,(407) 900-3026,Maitland,FL,http://www.therapywest2.com/,True,2,False,,False,,False,,False,True,False,home|/about,KEEP_RECATEGORIZE_THERAPY,Pediatric therapy found: OT
7182,"PEDIATRIC RESPIRATORY CARE OF SOUTH FLORIDA,INC.
JKARE",(305) 248-1003,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100002591818543134,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6587,"JOYFUL HOME HEALTH SERVICES, CORP.",(305) 251-4989,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/172035699618543251,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
4889,"ADVANCED CARE MEDICAL SUPPLIES, INC
ADVANCE CARE MEDICAL SUPPLIES, INC",(305) 256-1653,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100035764918543134,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
4915,"ALLIANCE HOMECARE SYSTEMS, INC.",(305) 256-5551,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100026287318543134,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
5454,C.A.D.C. CORP.,(305) 269-6845,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/172024923518543251,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
8012,"THE WOW CENTER INC
THE WOW CENTER",(305) 279-7999,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/172003973318543186,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6901,"MONROE ASSOCIATION FOR RETARDED CITIZENS, INC.",(305) 294-9526,KEY WEST,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/172003969418543186,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6237,GENUINE LOVE AND CARE LLC,(305) 298-3049,MIAMI GARDENS,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160038491618542847,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7516,"REGIONS HEALTHCARE SERVICES, LLC",(305) 305-3545,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/172000250318543264,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6255,"GOODWILL INDUSTRIES OF SOUTH FLORIDA, INC.",(305) 326-4134,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/172003972918543186,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
5941,ESSENTIAL WELLNESS OF SOUTH FLORIDA INC,(305) 332-3266,MIAMI LAKES,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160041375518542754,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6769,LYAM FACILITIES CORP,(305) 333-2659,FORT LAUDERDALE,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160040840918542847,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6335,H.L SUPERIOR REMODELING CORP,(305) 343-5663,HIALEAH,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100039709818543163,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
5565,CSI CATALANOS NURSES REGISTRY INC,(305) 364-5911,MEDLEY,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/172027027718543264,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
4894,"ADVANCED THERAPY WORKS, INC",(305) 378-5247,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100026514518543251,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7616,"S.L.B. THERAPY, INC.",(305) 378-5775,CUTLER BAY,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100036239518543251,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7985,"TEBAR MEDICAL SUPPLIES & EQUIPMENT, INC",(305) 382-0510,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100001394618543134,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7680,"SUNRISE COMMUNITY OF SOUTHWEST FLORIDA, INC.",(305) 596-9040,CAPE CORAL,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148012653418542495,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
16001,Children's Center for Therapy and Learning,(305) 895-0444,North Miami,FL,http://www.therapyandlearning.com/,True,4,True,home|/about|/about-us|/our-services,False,,True,/about|/about-us|/our-services,True,True,True,home|/about|/about-us|/our-services,KEEP_AS_ABA,"ABA verified on pages: home, /about, /about-us, /our-services"
6378,HOUSING AND ASSISTIVE TECHNOLOGY IN,(305) 608-0692,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100026667818543163,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
8249,UNITED THERAPY SOLUTION LLC.,(305) 756-9947,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160041065118542907,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6864,"MAC TOWN,INC",(305) 758-4485,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160003971518542847,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6261,GRACEFUL HOMES LLC,(305) 763-1188,NORTH FORT MYERS,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148040989018542721,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6373,HOMED CARE INC,(305) 769-3332,HIALEAH,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/172025413318543251,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
4927,AMERICARE HOME HEALTHCARE SERVICES INC,(305) 770-4344,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/172035441118543264,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
4906,"ALL ABOUT ME SUPPORTS & SERVICES, INC.",(305) 790-7692,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160034915118542835,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
5910,E&R HEALTH CARE INC.,(305) 794-8895,MIAMI,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100043900518543264,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
4835,A LOVING PLACE LLC,(321) 217-5746,APOPKA,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/136040981418542370,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
5257,"BRIDGES BTC, INC",(321) 690-3464,ROCKLEDGE,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/136003859218542370,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6732,LAPOINTE MICHEL C,(321) 951-1360,MELBOURNE,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100010065718542032,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7094,"OPEN ARMS CARE, LLC",(352) 232-6399,DUNEDIN,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148040355718542721,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6367,"HILTON ROC-ROZA O
ROC-ROZA O. HILTON SERVICES",(352) 277-2494,SPRING HILL,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/136002444118542304,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7021,NEW CREATION HOMES AND SERVICES,(352) 317-1550,ALACHUA,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/124041514318542014,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
8024,TOGETHER WE CARE LLC,(352) 321-0969,MOUNT DORA,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/136039107618542370,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
5804,"DEVELOPMENTAL SERVICE TRAINERS,INC",(352) 368-2811,OCALA,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/136026599918542370,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
8264,UTOPIA LIVING LLC,(904) 333-4946,JACKSONVILLE,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/124036916318542014,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
16002,Katz Counseling and Educational Psychology,(239) 247-1756,Fort Myers,FL,http://www.katzpsychology.com/,True,2,False,,True,home|/services,True,home|/services,False,False,False,,KEEP_RECATEGORIZE_BEHAVIOR_ANALYSIS,"Behavior Analysis found (non-ABA): home, /services"
16003,Sunrise Community Inc,(850) 878-0808,Tallahassee,FL,,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
16004,Therapeutic Well-being,(863) 603-3128,Lakeland,FL,https://www.facebook.com/profile.php?id=100087640722430,True,10,False,,False,,False,,False,False,False,,FLAG_FOR_REMOVAL,"Crawled 10 pages — no ABA, autism, or therapy found"
8278,VACCIS D&G GROUP HOME INC,(863) 860-5699,WINTER HAVEN,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/136026904418542370,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
8312,"WE CARE HOME SERVICES, INC",(786) 222-5246,DORAL,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/172040509918543264,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
8308,"WALKER PRINCESS Y
PRINCESS WALKER",(813) 562-8746,RIVERVIEW,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100038600718542721,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
8311,"WE CARE ASSITED LIVING, LLC",(850) 912-6480,PENSACOLA,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/112034629018541508,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
8309,WARD KRISTINA,(941) 534-3601,HOMELAND,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/136024771918542370,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
8310,WE CARE ACTIVITY CENTER INC,(954) 864-2024,LAUDERHILL,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100044752218542847,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
4895,ADVANCES IN SUPPORT/ CAROL LOUIS,(305) 343-2187,NORTH MIAMI BEACH,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/172025006218543406,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
4834,A KIND LOVING HAND LLC,(407) 680-5445,LEESBURG,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100044444618542275,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
4851,A1 MEDICAL SUPPLIES INC,(561) 615-1819,LAKE WORTH,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100027858418542778,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
4868,ABLE LIFE CARE SERVICES,(772) 342-4239,WEST PALM BEACH,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160038969718543059,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
5510,"CONNEXT CARE
CONNEXT CARE, LLC",(352) 544-9888,CRYSTAL RIVER,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/136039283518542134,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
8014,"THOMAS FAMILY CARE SERVICES
THOMAS FAMILY CARE SERVICES",(352) 553-8623,OCALA,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/136038895318542370,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
5238,"BETTER LIVING CONCEPTS, INC",(352) 735-3988,MOUNT DORA,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/136035299618542370,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7677,"SUNRISE ARC, INC.",(352) 787-3079,LEESBURG,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/136003814918542370,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
5477,CECELIAS CARE LLC,(352) 789-6795,OCALA,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/136027379218542370,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6253,GOLDEN SUN EXPRESS LLC,(561) 331-1599,PORT SAINT LUCIE,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100044326718542370,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
5481,"CENTRAL CARE SERVICES, INC",(561) 337-4338,WEST PALM BEACH,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160028016818542835,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
16005,Insight Behavioral Center,(954) 388-0800,Pembroke Pines,FL,,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
16006,Better Living Solutions Counseling & Nutrition Center,(850) 329-2345,Tallahassee,FL,https://blscounseling.net/services/,True,2,False,,False,,False,,False,False,False,,FLAG_FOR_REMOVAL,"Crawled 2 pages — no ABA, autism, or therapy found"
16007,WellCome OM Integral Healing & Education Center,(352) 600-4242,Spring Hill,FL,https://www.wellcomeomcenter.com/,True,3,False,,False,,False,,False,False,False,,FLAG_FOR_REMOVAL,"Crawled 3 pages — no ABA, autism, or therapy found"
6674,KNOBBE DESIGNS INC,(561) 379-2010,JUPITER,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160026684118543059,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
8240,"ULTIMATE CARE SUPPORT SERVICES LLC
ZELPHA POWELL",(561) 753-9209,WEST PALM BEACH,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160035393718543059,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6372,"HOME OF STARS,LLC",(561) 790-6264,WELLINGTON,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160002219018543074,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
5567,"CWW LIMITED LLC
COASTAL LIVING OPTIONS",(561) 795-3014,LOXAHATCHEE,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160002711318543059,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
5485,CHANCELLOR SERVICES LLC.,(561) 797-7203,LOXAHATCHEE,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160038204018542835,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6236,GENTLE HOME CARE OF CENTRAL FLORIDA,(689) 500-8879,EUSTIS,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160043402018543059,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7174,"PARC, INC",(727) 345-9111,SAINT PETERSBURG,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148003837718542479,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7179,PATIENTLY CARING,(727) 348-0952,ST PETERSBURG,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148042411618542721,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6896,MM DEDICATED CARE INC.,(727) 366-8481,CLEARWATER,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148043006818542721,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6760,"LOGISTIQUE, LLC",(727) 370-4168,CLEARWATER,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148043677418542495,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7645,SKYCREST PLACE LLC,(727) 385-8397,CLEARWATER,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148042614318542721,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
5563,CROSSROADS OF PINELLAS,(727) 391-9555,SEMINOLE,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148024564818542495,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7627,"SERENITY VILLAGE, INC",(727) 397-9978,TAMPA,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148026429018542495,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
5487,CHASE CAPITAL INVESTMENTS,(727) 408-0910,WESLEY CHAPEL,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100046675618542721,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
5265,BRYAN MEYERS COMM SUPPORTS AND SERV,(727) 410-7450,TARPON SPRINGS,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/136026277818542134,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6359,HEART TO HEART ENTERPRISE,(727) 417-1542,SAINT PETERSBURG,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148044338018542495,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
5496,COASTAL CARE RESIDENCE LLC,(727) 417-1723,APOLLO BEACH,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100044326518542631,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7196,"PINELLAS PROFESSIONAL HOMECARE, INC",(727) 418-4198,PALM HARBOR,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148027746518542479,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
4888,ADULT CARE HOUSING INC,(727) 418-6264,PINELLAS PARK,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148026149718542721,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
5950,"EZY LIVING, LLC",(727) 433-1129,LITHIA,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148040406118542721,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6497,"INDEPENDENCE CONNECTION, LLC",(727) 433-6315,SAINT PETERSBURG,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148027765718542479,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7983,TAMPA BAY GROUP HOMES INC,(727) 451-0242,CLEARWATER,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148025935318542495,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7512,"RARE SOUL CARE SERVICES, LLC",(727) 452-8002,LARGO,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148036853518542495,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
7670,STARR SUSIE M,(727) 458-6378,TREASURE ISLAND,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148025092118542721,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
6243,GILLESPIE SERVICES,(772) 633-5661,MELBOURNE,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/136023757518542370,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
5821,DREAM KEEPERS LLC,(772) 634-5137,HOBE SOUND,FL,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160001168918543059,False,0,False,,False,,False,,False,False,False,,FLAG_FOR_REVIEW,No valid website or FL-DD database link
