provider_name,provider_phone,google_place_id,reviewer_name,reviewer_rating,review_text,review_time,relative_time,profile_photo,fetched_at,created_at,review_text_search
Paw Haven Animal Hospital,(863) 293-1428,ChIJg7rudiht3YgRnqd27uP5yVc,Janie Cowper,5,"I own a small Chiwauwau-Cockerpoo, and I phoned and made an initial appointment to have My Little Kaede girl checked for good health. I met Dr.Sutton ( a Michigan State Graduate) and I’m from Michigan; Dr. Sutton was very pleasant, knowledgeable and observed a complete check up on Little Kaede. She has been back, and completed all Her Vaccinations and worm/ gummies. We love the office personnel,Dr.Sutton, and the Tecnicians  that take great Care of Little Kaede🐾🐾. We love this office, Our Dr. Sutton and the Techicians, that performed Kaede’s injections and Medications! Thank You for such great service 🐾🐾🐶💕",2025-10-08 12:39:02,in the last week,https://lh3.googleusercontent.com/a/ACg8ocIcPS5y3ys1YfrPPulytbomuvPwgX1yWu9ydgDItglaspqvQQ=s128-c0x00000000-cc-rp-mo,2025-10-13 18:15:25.308638,,
Paw Haven Animal Hospital,(863) 293-1428,ChIJg7rudiht3YgRnqd27uP5yVc,Bonnie Bruce,5,".The staff is very friendly and helpful. We take both of our fur babies to Paw Haven. Our 5 yr old German Shepherd  and 8 pound, 6 yr old, Toy golden doodle have had the best care. Our  golden doodle just had her teeth cleaned and Dr. Orange was fantastic. There were no issues and Ruby was back to her old self later that evening. Our German Shepherd is very nervous around vets, but they have always been about to keep her calm and feeling safe. I would highly recommend Paw Haven Animal Hospital.",2025-08-25 18:56:05,a month ago,https://lh3.googleusercontent.com/a-/ALV-UjWh3aJCoGBpCXmEYqbiP12qFjt917gHf3kBMtJLi3btKwU9OLAMSw=s128-c0x00000000-cc-rp-mo,2025-10-13 18:15:25.308638,,
Paw Haven Animal Hospital,(863) 293-1428,ChIJg7rudiht3YgRnqd27uP5yVc,William Adams,1,This place is filled with a bunch of females that don't actually CARE about animals. A dog DOES NOT need a rabies shot every year. They only want money.  Make sure to NOT take your babies here. There's lots of AMAZING vets in Winyer Haven. This is DEFINITELY NOT a good one. The so called acupuncture was nothing but b12 shots and they definitely over charged for that.,2025-09-04 11:39:29,a month ago,https://lh3.googleusercontent.com/a-/ALV-UjUXitGNA4U8f-MW7DwPgsrQzALSSpaUhPnT2Zk4Vcc_Ept0ShG1=s128-c0x00000000-cc-rp-mo-ba5,2025-10-13 18:15:25.308638,,
Paw Haven Animal Hospital,(863) 293-1428,ChIJg7rudiht3YgRnqd27uP5yVc,Diandra Murillo,5,"I want to give Paw Haven Animal Hospital a shout out. I don't ever do this but these people, Ellie, Dr.Orange, Heather and Jalynn, are the best human beings I ever met. If I could give more than five stars I would ☺️
Everyone here went above and beyond for our fur baby. I have always had fur babies so l've been to just about every vet office in Lakeland and not one of these people or vets have ever done what Paw Haven did. These people are awesome and if you're looking for a new vet or vet in general check them out you will not regret it. I called almost every vet in town and no one could see my fur baby till like 3 days later and they were the only vet to get our baby in and they did an emergency surgery the very next morning and thanks to them our fur baby is still alive and for that and everything else they did and I will always be grateful to them for that and just being great, kind, and supportive people who care as much as we do for our fur babies. Again thank you so much for everything yall did for us, you all are the very best!",2025-06-30 22:33:31,3 months ago,https://lh3.googleusercontent.com/a/ACg8ocLlys5txgDv0GJGZO16kfixf9s4CW7I1pDwUlUqgvH7hAKcyQ=s128-c0x00000000-cc-rp-mo,2025-10-13 18:15:25.308638,,
Paw Printz Inc.,(863) 268-8183,ChIJC1T9mWET3YgR9DMTWkXPhfw,Claudia Cathey,5,"This was our first time bringing our dog Jade here, and we had such a great experience. The staff were very friendly, professional, and welcoming, and Jade was treated with so much care. Her grooming turned out beautifully, and she looked and felt amazing afterward. It’s clear they truly care about the pets they work with. We’ll definitely be coming back and highly recommend them!",2025-09-09 14:23:14,a month ago,https://lh3.googleusercontent.com/a-/ALV-UjVKgPgaZd63sb1SdsM7500-ucSNL6x6PB-7ezobLWVq4ms_TyNR=s128-c0x00000000-cc-rp-mo,2025-10-13 18:15:25.857040,,
Paw Printz Inc.,(863) 268-8183,ChIJC1T9mWET3YgR9DMTWkXPhfw,Makenna Beaudry,5,If I could recommend any boarding/day care facility it would be Paw Printz! The staff is so kind and they go above and beyond to make you feel safe and content while your pet is in their care. I’ve never seen my dog so happy somewhere and the daily photo updates on their Facebook page always make me smile!,2025-08-20 13:53:16,a month ago,https://lh3.googleusercontent.com/a/ACg8ocIOa3SjCgGSSCfOPiB2Ns6ionkkFqAkpO5VWyP-zObaub5fGg=s128-c0x00000000-cc-rp-mo,2025-10-13 18:15:25.857040,,
Paw Printz Inc.,(863) 268-8183,ChIJC1T9mWET3YgR9DMTWkXPhfw,NHAQUEES M,5,"I took my kitten Jade to get her nails trimmed, I was in and out in under 10 minutes! The staff was so friendly and gentle! Definitely going back and recommending to everyone for their fur babies needs!",2025-09-27 16:38:05,2 weeks ago,https://lh3.googleusercontent.com/a-/ALV-UjV9geo9F8MDzWFRSw23RqCt-EM1zX30QgZpnbeleE4HlzA8LM3PiQ=s128-c0x00000000-cc-rp-mo-ba4,2025-10-13 18:15:25.857040,,
Paw Printz Inc.,(863) 268-8183,ChIJC1T9mWET3YgR9DMTWkXPhfw,Heidi Dockstader,5,"I’ve been taking my boy here weekly for months now. He absolutely loves going, he runs right in and is ready to play. I love knowing that he is safe and having fun while I’m at work. They get some of the best pictures and I love that they post them so I can see them too. The staff is very friendly and makes it super convenient doing any grooming needs while he’s at daycare. They are the best!",2025-04-25 22:43:22,5 months ago,https://lh3.googleusercontent.com/a-/ALV-UjVA9GZuKSUGl8fY7o8XTJ8t1GRk-gFPPeUrg-6MuJstMVqKvkjT=s128-c0x00000000-cc-rp-mo,2025-10-13 18:15:25.857040,,
Paw Printz Inc.,(863) 268-8183,ChIJC1T9mWET3YgR9DMTWkXPhfw,Anne McGrath,5,We have been takin our dog Lucky here for over a year now and she always comes home happy and tired!! The staff are super friendly and you can tell they care about all of the dogs. Cannot recommend Paw Printz enough!,2025-06-13 10:10:40,4 months ago,https://lh3.googleusercontent.com/a/ACg8ocIHA0BHkEGB43jKJ7N4Bb0lZDXw1JeyYQ8N9aNmUi_EroRSmA=s128-c0x00000000-cc-rp-mo,2025-10-13 18:15:25.857040,,
Pawfect Pals Miami,(786) 505-3346,ChIJXyYiDjq32YgR6bjMIBXQ3ic,Larisse Greenwell,5,"For over a year now I have had my dogs being watched after by them. I can safely say this is one of my best home routine investments!
With a very busy schedule and leaving very early for work it seemed impossible to get a dog daycare service that fulfilled my household needs until I met them. They have a reasonably priced pick up and drop off service which makes it possible for me to have the dogs in daycare during the week. They also do boarding which is my safe go to when out of town. I have had one of my dogs there since she was a puppy.

I absolutely love and trust them!",2025-08-14 09:19:38,2 months ago,https://lh3.googleusercontent.com/a-/ALV-UjUiKudgjI0j3erjAxmB6nT_a1FeoQ4SZS3_ZBqNN2n5YD4jr2ha3g=s128-c0x00000000-cc-rp-mo,2025-10-13 18:15:26.541275,,
Pawfect Pals Miami,(786) 505-3346,ChIJXyYiDjq32YgR6bjMIBXQ3ic,Sande Taylor,5,"Nicole and the entire Pawfect Pals Team are outstanding. I was referred to Nicole, through a neighbor, 7+ years ago. We remain loyal, committed clients.

I trust the walkers implicitly with my fur-baby.
They are compassionate, reliable, and communicative with each walk or playgroup.

The highlight of my day is receiving the post-walk update with pictures.

Plus, the Wednesday playgroup is a must. My fur-baby is entertained, socialized and attends several parties & holiday observations, with fab photos.

I HIGHLY recommend Pawfect Pals and easily rate the company 5*.",2025-08-17 18:48:01,a month ago,https://lh3.googleusercontent.com/a/ACg8ocI7ngmBLWFcEmM4lMcDaUw4TEQOJUKiBwar5r8sFMBN6LktpA=s128-c0x00000000-cc-rp-mo,2025-10-13 18:15:26.541275,,
Pawfect Pals Miami,(786) 505-3346,ChIJXyYiDjq32YgR6bjMIBXQ3ic,Alissa,5,"I’ve been using Pawfect Pals Miami for over 9 years now for my dog (who is more like my child). They have always treated him like he is one of there’s and really understand his high maintenance needs. They’re very communicative and send lots of pic and updates both from walks and play group and daycare. They really go above and beyond, highly recommend!",2025-08-12 16:36:26,2 months ago,https://lh3.googleusercontent.com/a/ACg8ocJ3er1OVaLjMvEpCyBgZqt6FUcpJcAbUud5NEzUxL1IKRlpUg=s128-c0x00000000-cc-rp-mo,2025-10-13 18:15:26.541275,,
Pawfect Pals Miami,(786) 505-3346,ChIJXyYiDjq32YgR6bjMIBXQ3ic,Terner Papir,5,"I’ve been a Pawfect Pals client since January of 2024. When I started a new job that required me to be in the office 5 days per week, I visited and interviewed every dog walking service I could find for my (reactive and admittedly difficult) 6.5lb long-haired chihuahua Tuco.  Nicole and her team go above and beyond all the rest, and you won’t find another pet care service that is as communicative and trustworthy as Pawfect Pals!!

After having walkers come get him for about a year, Tuco was exhibiting some aggressive behaviors if anyone besides his favorite walker was available. Rather than drop Tuco and me as clients, Nicole suggested that Tuco may do better going to daycare. I was extremely hesitant at first given Tuco’s reactivity towards other dogs on walks, but I can honestly say without a doubt it is the best thing I could have possibly done for my baby.

Over the last 6 months, Tuco’s true personality has come through and he is even making a few bark buddies, which is translating so well to his reactivity training. When Tuco realizes we’re pulling up to daycare, I no longer exist to him; he’s looking out the window, wagging his tail, and practically jumping out of the car as soon as Nicole or Karla open the door. Other than an all you can eat buffet, I’m pretty sure Tuco would say Pawfect Pals is the most magical place on earth 😂.

Nicole and her team treat my spicy chihuahua like the VIP (very important pup) that this overly neurotic millennial dog mom (that’s me) raised him to be. In short if you’re looking for someone to help you care for your pet, you couldn’t do any better than Pawfect Pals!",2025-08-12 16:44:10,2 months ago,https://lh3.googleusercontent.com/a-/ALV-UjWioqt3ZnILcT4G5RAA2e2HGZ7aMo3rGzqHaM9cT0igGrvLk_5D=s128-c0x00000000-cc-rp-mo,2025-10-13 18:15:26.541275,,
Pawfect Pals Miami,(786) 505-3346,ChIJXyYiDjq32YgR6bjMIBXQ3ic,James Palmer,5,"Nicole and Karla have been looking after Spot for several months now.

They take really good care of him and he enjoys going to daycare and interacting with all the other pups.

They offer a drop off service which is awesome as I often have work events in the evening.  Spot is delivered home and fed dinner.  I come home to a happy tired puppy.

The Time to Pet app that they utilize is also very user friendly and allows for me to quickly request services and see photos of him enjoying his time

Highly recommended",2024-09-11 11:42:50,a year ago,https://lh3.googleusercontent.com/a-/ALV-UjWD7Bk0bf53e0peu7pD7_lZnVQv1s74mOyXQr0MMaGXND4aehvH=s128-c0x00000000-cc-rp-mo-ba4,2025-10-13 18:15:26.541275,,
Paws & Claws Veterinary Hospital,(850) 906-0444,ChIJzU9wu8BZ7IgRD5OoT1Bzvrs,Lois Mcelroy,5,"It went very well for IS-O, MO-JO and, Luna-tic.
I appreciate the effort you all made to accommodate we four in a room and, work to make the visit as positive as possible. After all, they were going to the vet not the park or the pool. So, one can expect a little uncertainty from pups. Thank you again",2025-05-08 18:33:47,5 months ago,https://lh3.googleusercontent.com/a/ACg8ocJyUwoSW2nvwivOcNeEQdWiLSZifYy6sC7CBx2LsFSAhXSPwA=s128-c0x00000000-cc-rp-mo,2025-10-13 18:15:27.101918,,
Paws & Claws Veterinary Hospital,(850) 906-0444,ChIJzU9wu8BZ7IgRD5OoT1Bzvrs,mary fairley,5,"Everybody there is professional and polite. They listen to my needs and concerns for my pet and try to adjust them the best way possible. My dog is on the hyper side and they’re so patient and kind to him.

I wish they were more clear with products and services done or needing to be done. Maybe I misunderstood but I expected my last appointment to be one way and it came out completely different and a lot more expensive but still a great vet! I wouldn’t take my dog anywhere else!",2025-08-13 19:35:46,2 months ago,https://lh3.googleusercontent.com/a/ACg8ocIo_JvhNSMqtn2eWR4sNDlApR1tQZ6yc0VtWvHMCRxbeNlqsw=s128-c0x00000000-cc-rp-mo-ba3,2025-10-13 18:15:27.101918,,
Paws & Claws Veterinary Hospital,(850) 906-0444,ChIJzU9wu8BZ7IgRD5OoT1Bzvrs,Hilary Piotrowski,5,Our rescue Louie had a great first visit for his first check up! The staff was great and everyone took the time to answer all of my questions. I didn’t feel rushed at all. Louie was treated like he was one of their own pets.,2025-08-15 20:41:30,a month ago,https://lh3.googleusercontent.com/a-/ALV-UjWXMgjkhSPcjzXqdLps1zOeJi7IZSF_4lfrQzx9tcJX2XtAjBc=s128-c0x00000000-cc-rp-mo,2025-10-13 18:15:27.101918,,
Paws & Claws Veterinary Hospital,(850) 906-0444,ChIJzU9wu8BZ7IgRD5OoT1Bzvrs,Suzana Oquendo,5,Dr Mitchell and team were very kind and took the time to explain everything. She ensured we went home with a  treatment plan that she and I both agreed on. They followed up a couple days later to see how my dog was doing and the best news is he is doing much better.,2025-07-15 21:13:42,2 months ago,https://lh3.googleusercontent.com/a/ACg8ocI_YsAIo6EdHm1hou3Y6tDjNRrAE1P5BgIWsnZexN1kXIhPVg=s128-c0x00000000-cc-rp-mo-ba2,2025-10-13 18:15:27.101918,,
Paws & Claws Veterinary Hospital,(850) 906-0444,ChIJzU9wu8BZ7IgRD5OoT1Bzvrs,Brittney Brown,5,We took my 2 pet rats here and were able to be seen same day for urgent care visit. They were nice to our rats and the vet seemed very knowledgeable about them. We waited a while for the results of the cytology but that is understandable because we were walk ins. I will bring my rats in again for future care.,2025-07-29 19:36:20,2 months ago,https://lh3.googleusercontent.com/a-/ALV-UjU1cbacZOk4H0i5_NReBJGFRjy-czXZ-XBkHSq7UlfJhcERPZQ=s128-c0x00000000-cc-rp-mo,2025-10-13 18:15:27.101918,,
"Paws 4 Liberty, Inc.",(561) 223-3426,ChIJEYwOF-Il2YgR2WYCZ9SKmys,Rodolfo I,5,"Paws 4 Liberty has been a life-changing support for me and my service dog, Mia. From the very beginning, they went above and beyond to help us train together and make sure we were not only a good match, but also safe and successful as a team.

What really stands out is that their support doesn’t end when the training ends. They trained Mia with me over two years ago, and to this day I can reach out and they treat me as if I just entered the program. They never “write you off”, they truly mean it when they say, “we’re here if you need anything, now or in the future.”

Everyone I have ever met or spoken to through their organization has been kind, patient, and genuinely committed to helping. They care deeply about both the veteran and the dog, and they’re always ready with resources, encouragement, or hands-on guidance.

As a 20+ year veteran, 100% permanently and totally disabled with mobility challenges, I can honestly say Paws 4 Liberty has helped me tremendously, and continues to help as my needs evolve.

I highly recommend this organization to any veteran in need of a service dog. From one veteran to another: trust them, respect them, and give them the patience and kindness they so freely give. They are truly a wonderful organization.",2025-08-27 06:21:50,a month ago,https://lh3.googleusercontent.com/a/ACg8ocKYzKP6pMsTWrhBGucgraN89i6YJpL0TDAbdUxaVn1lMjcu9Q=s128-c0x00000000-cc-rp-mo,2025-10-13 18:15:27.739706,,
"Paws 4 Liberty, Inc.",(561) 223-3426,ChIJEYwOF-Il2YgR2WYCZ9SKmys,Shavon B,5,This my service dog Milo and he's been working with Mycaela since he was about 4 months old. Her knowledge and training tactics are awesome and Milo is always on his BEST behavior when we're out and about. Due to her training he is welcomed and embraced everywhere we go! Paws for Liberty is an awesome organization! I couldn't have picked a better organization to train my boy Milo.,2025-08-26 12:21:02,a month ago,https://lh3.googleusercontent.com/a-/ALV-UjVuHa2WHstge4vFfhp9NlqBu4mHPg39N2y9tepmA04yloeaZRhqvA=s128-c0x00000000-cc-rp-mo-ba2,2025-10-13 18:15:27.739706,,
"Paws 4 Liberty, Inc.",(561) 223-3426,ChIJEYwOF-Il2YgR2WYCZ9SKmys,Newman Searle,5,"I can’t recommend Paws for Liberty enough! McKayla is the world’s best dog trainer she has an incredible way of understanding dogs and veterans with unique needs. My service dog in training, Cooper, has made amazing progress in the program, behavior, and reliability thanks to her guidance. McKayla’s approach is compassionate, effective, and tailored to each dog’s role and personality. If you need a trainer who truly cares about both the dog and the handler, this is the place to go!",2025-08-26 12:25:35,a month ago,https://lh3.googleusercontent.com/a-/ALV-UjV3RkGsBY0kcz7XlWTzeF95rPMwxJTYLbiSh8avB0PRf_a7hp7d=s128-c0x00000000-cc-rp-mo,2025-10-13 18:15:27.739706,,
"Paws 4 Liberty, Inc.",(561) 223-3426,ChIJEYwOF-Il2YgR2WYCZ9SKmys,Austin Eisenman,5,"I wish there were more than 5 stars. This organization has changed my life. My bestfriend Doc (he’s a German Shepard) was introduced to me since a young pup and we’ve been rolling ever since. I have no one else to thank but the Paws 4 Liberty team. Great training, flexibility and commitment to helping me out as a veteran and my pup. Thank you P4L.",2025-08-26 12:18:56,a month ago,https://lh3.googleusercontent.com/a-/ALV-UjUWgbQ_xV1QtgKDaMSBTG-GBW1j68GUt7eK35rVjGuHhPnKruP-=s128-c0x00000000-cc-rp-mo,2025-10-13 18:15:27.739706,,
"Paws 4 Liberty, Inc.",(561) 223-3426,ChIJEYwOF-Il2YgR2WYCZ9SKmys,Jon Worch,5,Always a great experience for the whole family.  They have been training for me since 2017 with Cooper my chocolate lab and most recently with Harley our mixed breed.  Everyone is very understanding and professional in the way that makes it pleasant for me.  Very nice to work with such an amazing crew.,2025-08-26 14:26:19,a month ago,https://lh3.googleusercontent.com/a-/ALV-UjWDBunLjgOhb7a1bWlT-TnoPhy9_JgykytBQuvZXQgd628QmllW=s128-c0x00000000-cc-rp-mo-ba2,2025-10-13 18:15:27.739706,,
Paws On The Ground Dog Training,(656) 219-4263,ChIJBV6F_iKRwogR8l90wJQyVsY,Katie McDow,5,"Absolutely the best decision we made for our dog!
We spoke with several trainers before finding Paws on the Ground, and none of them felt right—until we met Kristin and Corey in St. Petersburg. They immediately made us feel safe and supported. Our dog Beatrice is a rescue, and I was so nervous to send her to a board and train, worried she might feel abandoned again. But from the moment we dropped her off, they treated her like their own—sweet voices, gentle pets, and so much kindness.

They kept us updated with pictures and messages (which I loved!), and the difference in Bea after training is incredible. Before, she pulled hard on walks, jumped on us constantly, and tried to dart out the door. Now she walks beautifully on a loose leash, rarely jumps, and waits patiently at the door. She still has her happy, quirky personality—just in a much more manageable way!

The fact that they offer free lifetime refreshers and training tune-ups during boarding is such a bonus. I was hesitant about the cost, but now that I’ve seen the results, I’d do it all over again. If you’re thinking about training with Kristin and Corey—go for it. You won’t regret it!",2025-04-25 11:03:58,5 months ago,https://lh3.googleusercontent.com/a-/ALV-UjVeuJee70-7fZDpA4JfV2oJRCdllXFlDvpJB4CGzkvcTgew4q7mmQ=s128-c0x00000000-cc-rp-mo-ba2,2025-10-13 18:15:28.322560,,
Paws On The Ground Dog Training,(656) 219-4263,ChIJBV6F_iKRwogR8l90wJQyVsY,Rachel Will,5,"Kristen and her husband are absolutely amazing! We started Baylor (German shepherd) in their 2-week puppy class, and we loved it so much that we sent her back for the 2-week adult training. The change in Baylor was incredible , she came back so much calmer, more confident, and well-behaved. I honestly get compliments on her all the time when we’re out and about!

What really sets Kristen apart is how much she truly cares about the dogs. You can tell she isn’t just going through the motions,  she genuinely loves working with them. I always felt completely comfortable leaving Baylor with her, knowing she was in the best hands. She also would send me cute videos of her progress!

If you want a trainer who’s skilled, kind, and truly cares about your dog, Kristen and her husband are the ones to trust. I can’t recommend them enough!
They’re truly the best!!!

Below is an example of Baylor being in public and just relaxing and staying in place!",2025-06-10 11:47:04,4 months ago,https://lh3.googleusercontent.com/a-/ALV-UjWVLp64i1cPbUMryLHw5tl9QWPX15AUq_EwFohI5DsvoA_3fOLT0g=s128-c0x00000000-cc-rp-mo-ba2,2025-10-13 18:15:28.322560,,
Paws On The Ground Dog Training,(656) 219-4263,ChIJBV6F_iKRwogR8l90wJQyVsY,Kathy Miccio,5,"I can't say enough about POTG training.  Kenzi and Kellen were amazing. They are so knowledgeable, talented,professional and trustworthy.  Our 4 month old german shepherd puppy Jett was such a handful that we needed help!! Kenzi and Kellen are just what we needed.
Jett is a work in progress (he's still a puppy) but they gave us the skills and tools needed to make Jett the perfect dog.
If you need guidance with your dog then POTG is exactly what you need. You won't be sorry

We finished our 3 week board and train with Kellen. At first we were hesitant about leaving our puppy for 3 weeks but after Jett went through his 3 week hybrid training and getting to know Kellen we felt so much more comfortable leaving Jett. He is so much more manageable at home.  Kellen did an amazing job with Jett. He gave us the tools we needed to continue his training at home. In addition,  we had a family emergency and needed Jett to be boarded. Without a moments hesitation were able to drop Jett off for a few days. His ""place"" command is a lifesaver.",2025-07-20 17:41:20,2 months ago,https://lh3.googleusercontent.com/a-/ALV-UjWRVumDgGAT7FyZDdC83dtyMlZe3nSHbjh5LUgJoGGmQlAuMa7NYg=s128-c0x00000000-cc-rp-mo,2025-10-13 18:15:28.322560,,
Paws On The Ground Dog Training,(656) 219-4263,ChIJBV6F_iKRwogR8l90wJQyVsY,summer carlson,5,"I can’t say enough good things about this dog training place! I brought in my Frenchie and Pocket Bully. Two very stubborn but sweet dogs and the transformation has been amazing. The trainers are super knowledgeable, patient, and truly understand how to work with different breeds and personalities.Both of my dogs now walk on leash without pulling, listen to commands, and have way better manners around other dogs and people. Definitely recommend!!!!",2025-07-21 22:52:23,2 months ago,https://lh3.googleusercontent.com/a-/ALV-UjUHD48BZ0p9ScDF5AbGsg74v3AR2EzzNpV5wTctW-eRsN-QoGol=s128-c0x00000000-cc-rp-mo-ba3,2025-10-13 18:15:28.322560,,
